"animal","mother","father","hatch.mass","week2.mass","week2.tarsus","week4.mass","week4.tarsus","adult.tarsus","egg.mass","maternal.line","paternal.line","sex","replicate","hatching.day","hatch.env","week2.env","week4.env","survive","exclude.surv"
"CY3559","A1671","A1790",7.7,57.3,30.1,146.6,38.7,39.6,10.97,"L","H","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1564","A1780","A1676",7.72,47.5,28.6,115.6,38.3,39.8,10.74,"H","H","Male","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1575","A1719","A1782",9.53,58.9,29.8,142.9,38.6,39.9,13.13,"H","H","Female","2","17","2a 2","2a 2 6","2a 2 M",1,FALSE
"CR1600","A1762","A1668",9.67,64.9,31,155.3,39.6,40,14.72,"H","H","Male","2","18","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3565","A1686","A1684",7.5,46.4,27.5,108.2,36.9,38.65,11.61,"L","L","Female","2","18","2a 2","2a 2 6","2a 2 M",1,FALSE
"CY3526","A1717","A1779",7.83,43.4,26.5,122.2,37.5,39.2,10.95,"L","H","Female","2","17","2a 2","2a 2 6","2a 2 N",1,FALSE
"CR1571","A1674","A1751",7.27,45.4,28.2,117,37.1,38.6,11.13,"H","H","Female","2","17","2a 2","2a 2 6","2a 2 N",1,FALSE
"CR1577","A1664","A1670",9.37,49.9,29.2,135.2,38,38.8,13.01,"H","L","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1580","A1748","A1689",9.51,50.3,29.5,122.6,39.6,41.6,13.52,"H","H","Male","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1595","A1772","A1754",10.02,52.4,29.5,154,39.8,40.9333333333333,14.06,"H","H","Female","2","18","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3556","A1794","A1733",8.91,56.2,30.1,128.8,38.8,38.5,12.73,"L","L","Male","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3548","A1736","A1693",7.51,59.3,31.1,157.6,40,40.75,10.33,"L","L","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1578","A1712","A1715",10.61,59.4,31.6,140.7,40,41.9,14.43,"H","L","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3558","A1723","A1783",7.91,59.2,31,151.3,39.7,40.4,11.36,"L","H","Female","2","17","2a 2","2a 2 7","2a 2 F",1,FALSE
"CR1607","A1704","A1708",9.43,55.3,29.8,149,39.1,40,13.23,"H","L","Male","2","18","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3561","A1794","A1733",8.52,52.8,28.5,139.2,38.4,39.6,12.04,"L","L","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3560","A1736","A1693",7.84,49.1,29.2,129.1,39,40.6,10.97,"L","L","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1589","A1791","A1705",8.95,59.5,30.4,156.5,38.8,39.8,12.48,"H","H","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1584","A1748","A1689",9.62,49.9,30.1,139.3,38.8,40.2,13.56,"H","H","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1585","A1664","A1670",9.59,63.8,32.1,165,40.1,40.9,13.39,"H","L","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1576","A1664","A1670",9.51,68,32,171.8,39.3,39.9,13.44,"H","L","Male","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CR1593","A1700","A1729",8.93,54.8,30.5,143.5,38.7,39.9,12.47,"H","L","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3551","A1794","A1733",8.91,51.5,30.4,124.6,40.2,40.5,12.31,"L","L","Male","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3542","A1727","A1721",8.6,57.7,30.4,140.4,39.1,40.4,12.21,"L","H","Female","2","17","2a 2","2a 2 7","2a 2 N",1,FALSE
"CY3568","A1717","A1779",8.16,44.4,27.6,127.1,37.4,38.35,11.23,"L","H","Female","2","18","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3567","A1736","A1693",7.25,48,28.9,127.8,38.5,40.5,11.16,"L","L","Female","2","18","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3549","A1723","A1783",7.72,49.6,28.8,136.2,38,37.9,11.17,"L","H","Male","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3545","A1727","A1721",8.74,49.6,29.1,133.4,39.6,40.75,12.3,"L","H","Female","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CR1583","A1748","A1689",8.61,53.4,31,132.9,39.5,40.25,12.91,"H","H","Female","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CR1586","A1791","A1705",8.55,47.3,28.7,118.8,37.7,38.3,12.06,"H","H","Male","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CR1596","A1691","A1743",7.81,51.1,28.3,136.5,37.8,38.8,12.14,"H","L","Male","2","18","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3557","A1736","A1693",7.29,44.3,28.2,124.2,38.3,40.3,10.69,"L","L","Male","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CR1581","A1772","A1754",10.53,43.5,27.1,126.3,37.3,39,14.26,"H","H","Female","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3546","A1661","A1672",7.16,47.1,28.1,118,35.7,37.4,10.71,"L","L","Male","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3552","A1671","A1790",7.65,52,29.3,131.7,38.3,39.6,10.96,"L","H","Female","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CR1588","A1700","A1729",8.55,59.5,31.3,151.7,37.9,38.4,12.35,"H","L","Male","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3541","A1686","A1684",8.25,56.4,30.2,154.1,39,39.6,11.46,"L","L","Female","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CY3547","A1671","A1790",7.74,55.2,30,143.6,39.5,40.9,11.1,"L","H","Female","2","17","2a 2","2a 2 7","2a 2 D",1,FALSE
"CR1605","A1761","A1713",8.06,44.3,27.6,130.1,37.3,37.8,12.72,"H","H","Male","2","18","2a 2","2a 2 7","2a 2 D",1,FALSE
"CR1573","A1762","A1668",9.6,61.1,30.1,161.9,39.2,40,14.25,"H","H","Female","2","17","2a 2","2a 2 8","2a 2 D",1,FALSE
"CR1572","A1674","A1751",8.21,45.8,28.6,110.5,36.6,38.5,12.37,"H","H","Male","2","17","2a 2","2a 2 8","2a 2 D",1,FALSE
"CR1565","A1780","A1676",8.78,52.5,30.1,132.5,38.5,39.9,12.29,"H","H","Female","2","17","2a 2","2a 2 8","2a 2 D",1,FALSE
"CR1587","A1791","A1705",8.62,53.9,29.4,157.6,38.2,39,12.24,"H","H","Female","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CY3515","A1785","A1678",7.75,60.7,31.4,146.3,39.4,40.2,11.35,"L","L","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1592","A1700","A1729",8.88,63.7,32.1,160.7,39.2,39.8,12.28,"H","L","Female","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CY3529","A1695","A1786",8.8,52.6,29.3,133.2,38,39,12.64,"L","L","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1598","A1772","A1754",10.32,58.8,30.4,161.7,38.5,39.2,14.16,"H","H","Male","2","18","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1554","A1788","A1694",7.48,58,30.1,160,38.4,39.2,11.41,"H","L","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1558","A1749","A1667",9.44,64,31.5,152.9,38.5,39.7,12.96,"H","H","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1556","A1703","A1679",9.88,54.7,31,149.2,40.4,41.8,13.88,"H","L","Female","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CY3554","A1794","A1733",9.6,50.8,28.2,129.7,37.9,39.3,13.15,"L","L","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CY3527","A1717","A1779",7.78,52.5,29.2,136.2,36.6,37.4,10.85,"L","H","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR3533","A1760","A1775",9.01,47.7,28.4,122.9,37.9,39.1,12.98,"L","L","Male","2","17","2a 2","2a 2 6","2a 2 E",1,FALSE
"CY3510","A1683","A1706",6.74,46.3,27.1,130,35.7,37.5,10.06,"L","H","Female","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1582","A1748","A1689",8.68,44.9,28.9,128,38.9,40,12.53,"H","H","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1579","A1664","A1670",9.65,59.2,31.4,150.9,38.7,39.3,13.31,"H","L","Female","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1602","A1765","A1655",9.79,60.5,30.1,157.2,38,38.8,13.55,"H","L","Male","2","18","2a 2","2a 2 8","2a 2 E",1,FALSE
"CY3523","A1734","A1697",7.15,48.9,30.3,129.6,40.7,NA,10.26,"L","L","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CY3514","A1787","A1656",7.68,48.5,28.9,133.5,36.8,37.8,10.7,"L","H","Female","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CY3555","A1661","A1672",6.86,48.5,29.1,118.5,36.6,36.9,10.44,"L","L","Male","2","17","2a 2","2a 2 8","2a 2 E",1,FALSE
"CR1553","A1712","A1715",10.36,55.5,30.6,148.2,39.6,40.3,14.01,"H","L","Male","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1610","A1691","A1743",8.9,50.5,29.5,121.8,37.3,38.2,12.49,"H","L","Male","2","18","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3550","A1736","A1693",7.29,51,29.4,132.6,39.2,40.3,10.21,"L","L","Female","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1555","A1738","A1735",7.76,54.2,30.3,137.5,38.5,39.7,11.22,"H","H","Female","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1606","A1719","A1782",8.93,61.8,30.9,163.7,38.9,39.5,12.89,"H","H","Female","2","18","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3553","A1723","A1783",7.72,57.4,30.1,159.9,39.5,40.8,10.97,"L","H","Female","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3543","A1727","A1721",8.84,59.8,31.4,138.6,39.8,40.8,12.76,"L","H","Male","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1594","A1704","A1708",9.03,48.8,29.14,137.9,39.5,41.2,13.03,"H","L","Female","2","18","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3532","A1795","A1716",8.6,65.8,32.1,156.7,40.7,41.8,12.6,"L","H","Female","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1563","A1742","A1759",10.22,69.7,33.5,161,41.1,41.5,13.99,"H","L","Male","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3538","A1709","A1711",7.35,51.2,28.9,143.3,37.9,38.2,10.32,"L","H","Male","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1609","A1761","A1713",9.11,48.2,28.8,134,38.5,39.6,12.85,"H","H","Female","2","18","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3544","A1699","A1745",7.97,53.6,28.7,141.3,37.2,38.2,11.58,"L","L","Male","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1550","A1741","A1658",9.16,52.2,29.4,141.4,37.7,NA,13.11,"H","L","Male","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3569","A1671","A1790",6.96,43.2,27.8,115.8,37.8,39.6,10.54,"L","H","Male","2","18","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3518","A1739","A1773",6.89,53.8,29.3,145.6,39.1,40,10.24,"L","H","Male","2","17","2a 2","2a 2 8","2a 2 F",1,FALSE
"CY3563","A1686","A1684",8.13,51.9,30,129.9,39.1,40.2,11.57,"L","L","Male","2","18","2a 2","2a 2 8","2a 2 F",1,FALSE
"CR1663","A1535","A1650",8.28,63.1,30.7,137.7,38.6,38.7,12.12,"H","L","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1640","A1615","A1516",8.18,58,29.7,137.1,39.7,40.8,11.53,"H","H","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1638","A1595","A1491",10.35,58,30.5,129.2,39.1,40,15.06,"H","L","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1658","A1532","A1548",8.18,45.2,28.2,124.1,38.6,39.7,11.85,"H","L","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3591","A1487","A1538",7.92,55.5,31.7,138.8,40.6,41.2,11.71,"L","L","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3581","A1633","A1571",8.38,40.8,29.6,106.8,36.6,40,11.72,"L","L","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3609","A1630","A1562",6.97,39.3,25.5,106.4,35.1,36.2,10.15,"L","H","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1629","A1502","A1626",8.3,44.9,28.8,118.2,38.6,40.4,12.41,"H","H","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1660","A1648","A1608",8.33,59,31,140.6,38.7,39.5,11.7,"H","H","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1661","A1569","A1494",8.83,55,30.4,133.1,40.5,42,12.43,"H","H","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3599","A1616","A1545",7.87,55.9,29.7,132.8,37.5,38.1,11,"L","H","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3602","A1484","A1603",7.95,57.8,30.9,136.6,38.6,39.1,11.32,"L","L","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3625","A1604","A1642",8.41,54.9,29.8,143.1,38.5,39.7,11.47,"L","L","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1628","A1622","A1555",8.85,47.2,29.7,120.8,39.5,41.2,12.28,"H","H","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1652","A1584","A1485",9.05,52.8,31.2,132.2,40.8,42.1,13.56,"H","L","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CR1666","A1573","A1599",9.02,65.8,30.8,142.3,38,38.2,12.92,"H","H","Male","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3588","A1493","A1551",8.5,47.4,28.5,121.7,37.7,39.9,12.37,"L","L","Female","1","17","1b 1","1b 1 4","1b 1 A",1,FALSE
"CY3612","A1625","A1641",6.86,42.4,26.4,107.3,34.9,36.6,9.9,"L","L","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1662","A1515","A1592",10.34,61.9,31.5,149.6,40.3,41,14.17,"H","H","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3630","A1483","A1647",9.16,42.4,27.5,125.1,37.8,39.8,13.18,"L","H","Female","1","18","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1655","A1618","A1598",8.71,63,32.1,154.5,39.1,39.9,12.45,"H","L","Female","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3605","A1517","A1610",7.07,47.6,27.7,131.4,36.7,37,10.59,"L","H","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3622","A1529","A1536",8.23,61,31.8,158.7,40.1,40.5,12.1,"L","H","Female","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1675","A1637","A1588",8.43,55.3,30.4,136.8,39.4,40.3,12.41,"H","H","Female","1","18","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1670","A1556","A1486",8.08,51.8,30.3,152,39.9,40.7,11.76,"H","L","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3618","A1541","A1490",6.25,46.6,28.8,119.2,37.4,38.8,9.36,"L","H","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3620","A1553","A1594",6.25,40,26.5,112.5,37.1,39.2,9.63,"L","H","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1618","A1546","A1576",9.31,49.1,28,132.2,38.6,39.8,13.21,"H","L","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3615","A1568","A1596",7.21,56.2,29.8,146.5,38.9,39.6,10.67,"L","L","Female","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1625","A1564","A1534",8.91,53.5,30.4,148.3,39.4,40.1,12.48,"H","L","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1620","A1509","A1620",7.34,50.3,29.9,140,39.8,40.8,10.5,"H","L","Female","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CR1641","A1537","A1565",9.17,54.7,30.7,134.3,39.4,40.3,13.29,"H","H","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3596","A1580","A1597",8.15,52.4,28.9,137.3,36.2,36.7,10.85,"L","L","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3604","A1582","A1600",6.95,46.8,28.4,118.5,37.2,37.8,10.48,"L","L","Male","1","17","1b 1","1b 1 4","1b 1 B",1,FALSE
"CY3580","A1614","A1527",7.43,49.2,28,115.9,36.5,37.1,11.25,"L","H","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3576","A1493","A1551",8.39,50.4,29.9,121.1,38.3,39.3,12.38,"L","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1672","A1584","A1485",9.63,43.6,28.4,108.3,36.8,38.4,13.6,"H","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3594","A1580","A1597",7.35,49.4,28.6,119.2,35.7,36.1,10.19,"L","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3593","A1580","A1597",7.39,55.6,29.6,129.2,37.1,NA,10.51,"L","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3628","A1604","A1642",8.25,55.4,30.1,131.8,38.9,40.1,11.67,"L","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3586","A1487","A1538",7.9,59.1,31.9,144.9,39.5,40.3,11.45,"L","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3584","A1483","A1647",9.09,73.1,33.7,171.8,42.1,42.8,13.43,"L","H","Female","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3583","A1493","A1551",8.53,53.3,29.7,119.7,38.2,39.1,11.88,"L","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1621","A1564","A1534",8.71,53.9,29.8,133.6,39.1,40.4,12.28,"H","L","Female","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1671","A1618","A1598",9.1,47,28.6,122.4,38.1,38.6,13.11,"H","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1615","A1546","A1576",9.05,56.2,30.5,127.6,38.1,39.4,13.01,"H","L","Female","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1617","A1546","A1576",9.32,62.1,31.1,138.3,38.7,39.3,13.27,"H","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1627","A1509","A1620",7.2,43.4,28.2,117.5,38.6,40.5,10.7,"H","L","Female","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1619","A1546","A1576",8.72,54.3,30.3,116.3,38.6,39.6,12.66,"H","L","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3587","A1483","A1647",9.17,66.8,31.5,155.6,41.1,42.5,13.16,"L","H","Female","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3631","A1633","A1571",7.84,36.2,26.3,102.4,36.5,39.5,11.6,"L","L","Male","1","18","1b 1","1b 1 1","1b 1 C",1,FALSE
"CR1626","A1515","A1592",9.91,50.2,29.4,127,38.9,40.7,13.72,"H","H","Female","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3585","A1483","A1647",9.32,57.2,29.7,145.2,38.8,40,13.07,"L","H","Male","1","17","1b 1","1b 1 1","1b 1 C",1,FALSE
"CY3590","A1483","A1647",9.44,67.4,31.6,146.6,39.2,41,13.08,"L","H","Female","1","17","1b 1","1b 1 1","1b 1 H",1,FALSE
"CY3629","A1529","A1536",8.53,52.3,30.2,109.1,37.4,37.8,12.01,"L","H","Male","1","17","1b 1","1b 1 1","1b 1 H",1,FALSE
"CR1616","A1502","A1626",8.28,50,27.9,132.7,36.9,38,11.91,"H","H","Female","1","17","1b 1","1b 1 1","1b 1 H",1,FALSE
"CY3589","A1487","A1538",7.71,54.7,31,135.7,39.3,40.6,11.49,"L","L","Male","1","17","1b 1","1b 1 1","1b 1 H",1,FALSE
"CR1624","A1564","A1534",8.73,45.1,29.6,125.3,39.2,40.2,12.57,"H","L","Female","1","17","1b 1","1b 1 1","1b 1 H",1,FALSE
"CY3582","A1633","A1571",8.19,51.8,30,135,40.2,42.1,11.53,"L","L","Female","1","17","1b 1","1b 1 1","1b 1 H",1,FALSE
"CR1656","A1584","A1485",9.5,62.1,30.8,145.1,39.4,39.7,13.68,"H","L","Male","1","17","1b 1","1b 1 3","1b 1 H",1,FALSE
